"","act","position","t_min","t_max","t_mcr","t_sttdev","t_mean","t_rms","t_iqr","t_mad","t_variance"
"25","Running","Hand Swing",4.57908706227471,25.6875800600397,0.15625,4.09745695255503,15.3203421984701,15.8588157993044,5.41102253621273,3.25925135911785,16.7891534780415
"26","Running","Hand Swing",9.45620260339646,28.9886285689911,0.15625,4.6739055956402,16.7750473703868,17.4140060811888,6.97494185835317,3.902575099382,21.8453935169568
"27","Running","Hand Swing",8.83208597597531,24.7413758339248,0.140625,3.25840188077907,16.7291009669758,17.0434738823966,4.39660806081061,2.60059697265896,10.6171828166646
"28","Running","Hand Swing",3.67915169844431,20.2038206163043,0.1875,3.62637261774692,11.8747692434171,12.4161476693518,5.74428836727681,3.05012708624434,13.1505783627447
"29","Running","Hand Swing",4.41213309178581,17.4575406266513,0.1953125,3.36918769967329,11.3432738491459,11.8330590876724,5.4790450756724,2.87001127691324,11.3514257556298
"30","Running","Hand Swing",5.2523365914589,19.6559005671825,0.203125,3.35607149828125,11.8812267569482,12.3461234868114,4.67905111098611,2.71328349191595,11.2632159015757
"31","Running","Hand Swing",4.43912209260977,20.151646871298,0.203125,3.71458366168574,11.6170554281147,12.1964793526473,5.57899856069895,3.11208995306989,13.7981317796627
"32","Running","Hand Swing",13.8131316794693,24.3064893764935,0.15625,1.97899191751667,18.9813446606175,19.0842305093694,2.12490919960177,1.46348724619807,3.91640900959629
"33","Running","Hand Swing",16.3590233308433,24.5026886284702,0.15625,1.63733637069415,20.217006904802,20.2832008958056,2.38929346155756,1.34343160041346,2.68087039079789
"34","Running","Hand Swing",15.9366403197516,23.6314505022087,0.171875,1.77967241650418,19.3955469758589,19.4770243210511,2.60548561177036,1.465733758053,3.16723391006581
"35","Running","Hand Swing",11.8078378852279,22.6078882914815,0.1640625,2.31974876112864,17.8500321694574,18.0001356318619,3.16330978495301,1.89834028737962,5.38123431475786
"36","Running","Hand Swing",18.2316904446713,23.8183942193006,0.125,1.40054470813485,20.6989104009706,20.7462386293731,2.1456707148771,1.1750283550444,1.96152547948453
"37","Running","Hand Swing",16.954623126166,22.362309583261,0.171875,1.11841983126556,19.6262413420923,19.6580826159883,1.49537892546071,0.910434617834167,1.25086291896807
"38","Running","Hand Swing",15.9201609598685,22.5965827837181,0.1171875,1.64667184672453,19.6184652107483,19.6874504544427,2.24321852213312,1.35240499600766,2.71152817079517
"39","Running","Hand Swing",7.95687645693782,45.2473033123353,0.1875,9.6651934430792,22.7373911597651,24.7063740974734,13.7265132479611,7.86514361983826,93.4159642921412
"40","Running","Hand Swing",10.3896493807464,31.1401078801536,0.171875,5.01505273977324,20.1038140012114,20.7198960272008,7.19117571484742,4.21148867368989,25.1507539827071
"41","Running","Hand Swing",5.80223775518094,42.6770175636435,0.171875,8.57404834849756,24.3473442694302,25.8129323800402,13.734905213031,7.29317233549147,73.5143050823738
"42","Running","Hand Swing",7.25637322442885,44.2444060870145,0.15625,9.22339873940212,22.4995851949757,24.3167106791189,12.2842887680546,7.56949271699108,85.0710843060047
"43","Running","Hand Swing",6.18765904290344,35.7252309486668,0.140625,6.85007509398521,18.0370569409178,19.2940133689999,9.21482547257057,5.65066504950465,46.9235287932364
"44","Running","Hand Swing",2.26342784369029,20.9103680470472,0.1875,4.61472028643994,11.7984587379244,12.6688307239692,7.87449707534963,3.99541328020324,21.2956433220803
"45","Running","Hand Swing",2.99442824301168,18.8368265776036,0.171875,3.41060597828939,12.1250439380456,12.5955914366369,4.04956611974893,2.67297634423025,11.6322331391433
"46","Running","Hand Swing",5.08131818091282,18.8135042527906,0.1796875,3.47346262324325,12.285651886982,12.7672309011458,5.33405880796625,2.92951438043427,12.0649425950678
"47","Running","Hand Swing",3.67523113767339,18.8076066652636,0.125,3.79733050583827,11.745308015915,12.3439045426999,5.60597870974987,3.19168319269163,14.41971897057
"48","Running","Hand Swing",3.60212464081356,19.218836874477,0.15625,4.24142435674413,11.6526088531052,12.4005231203142,7.16480014322352,3.66745433786828,17.9896805739824
